file,label_yn,label_raw,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,easy
data/A/sit-point-right1-TP/R_Hand.csv,0,absent,2629.4214148332335,1514.572489170654,1846.5928080297376,1107.633833325008,959.9014578757482,829.172978555017,799.3708397833365,767.5138574356325,676.2728148050106,635.7685272086436,550.4597515466901,539.7228820400568,562.4786038660833,492.2820927769919,460.1565391826895,424.100781716402,414.9404598482365,393.6115012049846,371.7699953681308,363.87010172520047,341.8814472123343,323.3486213142963,323.44874729352534,312.93814078911015,305.92172140516476,277.9185471706422,281.0342833834692,269.93827286675406,261.5417933372058,254.60109147225268,249.32856909539765,239.8351062747203,228.5837118785276,230.9812334952571,219.96008299926157,224.97122539868005,213.42625449936315,209.91490945197668,206.67272949339713,205.4373191183904,197.68075630126822,189.10787384649805,192.27726230019852,184.05953211143748,181.68951521739677,183.47584034609784,170.960235662415,177.14324280778445,170.07113372421733,169.85782900257632,True
data/B/TUG-standard1-TP/R_Hand.csv,1,present,1150.5862177628496,885.6706804508606,1162.688258250494,1875.8131052398048,1274.8953156020466,2185.508115385507,2950.583646738206,3668.600707981298,1135.428508681935,1281.6365156335703,980.5214143018989,772.2218708883718,573.9571767254831,328.5911964253865,288.48213866114816,295.1708203410018,320.8122738589148,364.40398422299967,444.4311205201697,268.0676431595689,462.78639369453134,241.92023381058894,227.35432868208235,229.15442832294545,243.59835699286555,175.12019275332602,208.6774181267234,190.48111607782138,130.01133877821763,156.7419549994131,150.44227265092192,149.72390814013397,156.3551813240623,162.1920906387916,145.89471641250412,153.4323727212108,124.36948509487526,148.95774575686733,122.85574710385903,109.28188047475938,129.22998540127978,131.18076204893072,125.12292005111874,123.23522261841453,129.77069094954257,112.7498037321058,125.4337610273961,92.62448273044866,107.80318316085024,99.34621714838593,False
data/D/sit-rest1-TP/R_Hand.csv,0,absent,96.85889041854196,65.78164435553943,48.522014569757474,34.77198304183255,36.25109382308416,39.02991739269913,28.296264481338977,41.551955068433095,32.52980016132143,23.841874141673973,25.918120101166064,25.399655944248934,27.083949456077914,21.762293433460385,25.84686791602592,21.956351199134854,24.77294247294708,22.8943488432276,18.005508794584976,18.380818651050514,18.32208010759713,16.825051254536426,18.84798830300711,18.3576559979598,16.080172913354854,16.862089255664188,15.022683311668935,17.214788645590364,14.85517463667287,13.844947253814041,13.847910261431615,17.335463977211543,17.645145059633315,13.515445361007115,13.824544345221536,14.13285554564479,14.34734132661513,14.022056488331836,15.234196994679555,13.014295847859733,12.538780126421269,16.307641826151265,16.754270319735618,15.100677883756756,11.429109098760629,12.735901268630549,18.104036470135718,15.40578656559584,15.653273567494605,14.654473699240095,True
data/E/sit-point1-TP/L_Hand.csv,1,present,129.48391820049795,225.4347684505935,232.37435713392634,153.98376957101732,443.44271859466215,662.8767991440982,1237.2274090588853,478.30674170980336,230.6422310447586,138.2715577162146,115.53789395375684,102.36725359916247,88.84837932225692,101.34886602624626,93.06606565438281,82.06383323209552,98.12566533314504,130.5829194098423,118.86974781365332,126.68737259773158,90.94350168562713,70.89323540023098,51.563619282898735,71.94746070695035,46.87247185932132,57.17338698707098,56.76932443576741,51.870559670624665,62.128513156329866,73.61498633474032,65.00252059779457,55.738000012593766,46.166412650561746,50.85371591702931,49.25215808545704,40.1220091550609,42.45263659230202,46.33709699475941,37.853418674116405,46.90571070714858,52.430667159463795,60.64235430675357,48.7596373919523,43.283045546383434,51.05701599657719,45.869198256170236,51.232291906343164,39.81758115981789,36.19331847005605,46.90398350997734,False
data/F/sit-arms-extended1-TP/R_Hand.csv,0,absent,103.92778854273861,122.55641422544828,104.09046323817412,83.01265115688481,70.38854931882733,69.7614620642729,63.13706998752427,51.7237329361703,44.94522658589084,53.14722918155245,45.06928110992019,36.71731425013153,38.723213247952735,35.622419641032835,35.20275663576238,28.957036701081435,35.55513640980623,26.304833714708224,31.361472967022596,26.937846198396105,29.55382744837858,28.212586293712487,24.28983892195883,24.401102578730523,24.77028889441892,27.099797442344887,25.382467689451364,21.197486934677254,17.978922224636886,24.96337352540902,24.40811745607672,23.492611721618452,19.66961604342211,19.922492415721074,18.568556273069255,21.177853020616347,18.625265578380844,22.405295633043828,19.3955212003336,25.983827870168348,27.911563456563677,21.589859925356034,19.517288418384425,18.475814965973672,19.11030146418493,20.474452001698307,13.918443333871009,17.78086902127057,19.303419399659937,20.378627037196196,True
data/F/sit-arms-extended1-TP/R_Dist_Arm.csv,0,absent,79.79910091762412,89.19522112409648,63.18694825882858,64.00007283986403,46.951764047262486,59.25210501282332,49.61694043900117,42.287210017999904,40.70179540853559,30.663666826344134,26.725795698194027,28.866564494472275,25.86308594121843,26.889390883245156,28.36476418479442,21.290664361713073,24.041453156995935,22.899980369441238,21.056646268510733,17.144897641771113,17.011944598393438,18.72468324681809,17.26223842559571,16.96159609277614,14.968807131407946,17.84756792221863,15.855591444675648,14.906791174119709,15.425384421072096,14.32302555570357,14.710643155607492,14.8927948505129,17.41461158342976,12.186232267535994,14.619801877917164,16.546760182875108,16.033913764220276,16.081854438180606,12.87591413559669,14.893219706439616,23.63572758489855,13.16671182709417,15.125171188597395,10.815074890224851,12.627213118698407,11.730154557831545,10.628841531082552,10.397446736641596,11.984183128462462,14.575197102500361,True
data/F/sit-arms-extended1-TP/R_Prox_Arm.csv,0,absent,75.47307362830973,65.90703001660741,55.2927548414407,44.17089515516476,49.37389800465649,43.48283774938119,30.752892750588696,32.6305289562745,33.90203829839219,26.275876372412718,23.163380580596797,26.773792250632162,29.80299596793008,25.7722563392983,19.20737257530963,21.308250348538973,21.836946400086802,19.7462013529422,20.931370079007948,17.228832619736448,18.796141585874263,19.78531392702946,18.718715860901327,15.604499346501465,15.330183665247135,16.193729674374836,18.45414839700212,16.10147279757221,14.070444421881152,15.384768812831576,15.72925379359871,12.650534659775603,15.446518250520064,14.342096047629704,12.353399744764543,14.666569656374252,14.98857138756281,13.607245931097085,13.58194298457538,15.09496482892316,13.24123211844712,11.868979713912239,12.721235336847256,12.931939501058887,12.7640593847032,13.807062133373703,12.873089386272717,12.241750888953849,11.809104787927785,12.9427316715002,True
data/F/sit-arms-extended1-TP/Head.csv,0,absent,89.94756690179304,77.89258987252346,68.71264033941897,54.683160529379705,49.96939214092071,62.424811468040275,41.109938803043356,36.17237175468317,37.19619015146186,36.91081308464178,33.434114188107735,28.724995491012166,32.84388898000282,25.64509598785987,28.43972982099542,25.16816074960612,23.37007025661397,21.337756260452633,21.37821674621172,19.882130487238214,16.391920116220952,17.85226853167414,18.560411123763533,19.703563832716622,17.86368877449208,17.866183541017605,20.082729390012826,17.2727816078762,16.515427699237176,16.238016695590442,15.848694377072299,14.801571835040848,15.415711488852786,18.030437562911825,13.33826018759833,14.135761494606015,18.00899979603152,17.210681561276285,15.292383868544391,17.026734562580007,24.590694003124593,16.38306457098002,13.24792787349375,11.407044301014187,10.4757826947847,11.573335764335335,13.284138904489396,11.429620787123456,12.72330068533006,12.826810894419552,True
data/F/sit-arms-extended1-TP/Shoulders.csv,0,absent,62.99101376167292,52.907887365169465,45.430157064129595,38.16372222794105,37.02324815734859,31.99293120348704,28.103577292587758,22.810150284919676,27.14633975402675,25.119738729060646,19.113512891222697,19.90909772010185,21.11520759328861,20.28188369792763,15.608043546225124,15.503982513641184,16.04604204167294,12.95042027929375,12.998484204504138,14.528611290717107,13.638778641521089,11.921420850117812,11.24971362622211,12.061062122918,14.055078691449454,12.099743313476994,15.045133348774009,10.228795710560108,11.486397691119365,12.281639077712931,13.359757306751751,12.477324110632914,10.374315537354246,10.877992072176845,11.189353095308162,13.371357265237416,11.626324743080051,10.906873050428251,12.179387778473364,11.901136357108378,22.63047322812511,11.171982193855662,9.710457291021543,13.014578070252155,7.616652375338646,15.014787792443984,10.954438000719547,11.069900346526325,9.539330503027555,8.006128345238876,True
data/F/sit-arms-extended1-TP/L_Prox_Arm.csv,0,absent,116.91016120110632,112.81722799779908,95.73261958496289,79.85265730269086,64.80282231989916,55.449245367344304,55.10634930663255,46.851651347888534,45.376632766625754,50.853304685198424,46.285809678666084,38.91177897870284,39.594292559875235,34.755285953184995,34.004432277495724,33.94280662186064,31.43120998746059,28.551687196226723,26.506475461606676,28.86751116301418,27.975873035259777,25.115163848637685,26.524828021221172,22.111881958995525,22.945851637588415,21.992098918780428,21.76357907340922,23.376006764300904,23.3328629946737,23.01097004328388,21.210469974589632,21.873583246823372,16.969585331333853,20.09165163751604,17.370202816001967,16.237378643244643,18.8619383645527,16.365207674899168,16.95513680868952,20.978545112462783,31.598081776706643,21.35376638412608,19.52557452439301,13.364284693866514,19.35280424785082,17.149585556801366,13.265723881583636,15.729988368368485,16.13713639514181,13.42238272892492,True
